# The File can contains any number of empty lines and
# or starting with hash negliged by script
# The First meaningful line must contain the colum names
# Fallowing rows are traited as record.
# Fields must be quoted by single quote if strings or plain in case of Numeric values

'filetype','description','nameregularexpression','headerseparation','"group"','invperiod','mngsngext','sngext','hdrext','dblext'
'S3_MPL__NPPF',   'MPL NPPF Aux File',            '^S3[ABC_]_OPER_MPL__NPPF__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_.*\.[Ee][Oo][Ff]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

############## New Files
'S3_AUX_POEORB',    'Precise Ephemieris Orbit',   '^S3[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_POEORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}.*\.EOF', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S3_AUX_GNSSRD',    'GNSSRD Pod files',           '^S3[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_GNSSRD_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL',  'NULL', 'NULL'

############## New Files 2
'S3_SR_2_SICNAX', 'SR_2_SICNAX auxiliary file',   '^S3[ABC_]_SR_2_SICNAX_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}__.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S3_SR_2_SICSAX', 'SR_2_SICSAX auxiliary file',   '^S3[ABC_]_SR_2_SICSAX_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}__.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S3_SR_2_SIFNAX', 'SR_2_SIFNAX auxiliary file',   '^S3[ABC_]_SR_2_SIFNAX_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}__.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S3_SR_2_SIFSAX', 'SR_2_SIFSAX auxiliary file',   '^S3[ABC_]_SR_2_SIFSAX_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}__.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

################################################################################################################
#                                               SENTINEL-1                                                     #
################################################################################################################

######### Estensione SAFE.zip
'S1_AUX_PP1', 'L1 Processor Parameters',         '^S1[ABC_].*AUX_PP1_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_CAL', 'Calibration Parameters',          '^S1[ABC_].*AUX_CAL_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_INS', 'Instrument Aux Data',             '^S1[ABC_].*AUX_INS_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_PP2', 'L2 Processor Parameters',         '^S1[ABC_].*AUX_PP2_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_SCS', 'Simulated Cross Spectra',         '^S1[ABC_].*AUX_SCS_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_SCF', 'Aux SETAP Configuration File',    '^S1[ABC_].*AUX_SCF_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_ITC', 'SETAP aux instr timing cal prod', '^S1[ABC_].*AUX_ITC_.*', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_TRO', 'Tropospheric model Aux Data', '^S1[ABC_].*AUX_TRO_.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_WND', 'ECMWF Atmospheric Model',     '^S1[ABC_].*AUX_WND_.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_WAV', 'Wavewatch III Model',         '^S1[ABC_].*AUX_WAV_.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_ICE', 'Sea ice aux data North',      '^S1[ABC_].*AUX_ICE_.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_TEC', 'Ionospheric model Aux Data',  '^S1[ABC_].*AUX_TEC_.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

######### Estensione EOF
'S1_AMH_ERRMAT', 'Excitation Coeff Error Matrix', '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AMH_ERRMAT_MPC__[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF\.zip$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AMV_ERRMAT', 'Excitation Coeff Error Matrix', '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AMV_ERRMAT_MPC__[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF\.zip$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1REP__SUP',    'Unavailability Reports',  '^S1[ABC_]_.*_REP__SUP___[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1MPL_ORBPRE', 'FOS Predicted Orbit',     '^S1[ABC_]_.*_MPL_ORBPRE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1MPL_ORBRES', 'FOS Restitued Orbit',     '^S1[ABC_]_.*_MPL_ORBRES_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

######### Estensione TGZ
'S1_S1MPL_TLEPRE', 'FOS TLE Predicted Orbit', '^S1[ABC_]_.*_MPL_TLEPRE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',           'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1OPER_TLM',   'Telemetry Parameters',    '^S1[ABC_]_.*_TLM__REQ_[B|C|D|E|F]_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_MPL_ORBSCT',    'Ref Orbit Scenario File',        '^S1[ABC_]_.*_MPL_ORBSCT_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_PREORB', 'POD Predicted Orbit',      '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_PREORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_POEORB', 'Precise Ephemieris Orbit', '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_POEORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_RESORB', 'POD Restituted Orbit',     '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_RESORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_RESATT', 'Restituted Attitude',      '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_RESATT_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

########## New Files
'S1_S1REP__MACP_',    'Manoeuvre Acc Profile',   '^S1[ABC_]_.*_REP__MACP__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',                                      'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1MPL_MANPRE',    'Manoeuvre Prediction',    '^S1[ABC_]_.*_MPL_MANPRE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.DBL',                                                'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_S1MPL__RGTEF',    'GroundTrack DEviation',   '^S1[ABC_]_.*_MPL__RGTEF_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.DBL',                                                'false', 'group0', 0, 'false', 'DBL',  'NULL', 'NULL'
'S1_AUX_OBMEMC',      'OBMEMC Aux Data',         '^S1[ABC_]_.*_AUX_OBMEMC_.*_[0-9]{8}T[0-9]{6}\.xml',                                                                        'false', 'group0', 0, 'false', 'xml',  'NULL', 'NULL'
'REP_MP_MP__PDMC',    'REP MP file',             '^S1[ABC_]_.*_REP_MP_MP__.*_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}',                                        'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_GNSSRD',      'GNSSRD Pod files',        '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_GNSSRD_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_AUX_PROQUA',      'PROQUA Pod files',        '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_PROQUA_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_MPL__GTDEV',      'GroundTrack DEviation',   '^S1[ABC_]_.*_MPL__GTDEV_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.DBL',                                                'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_REP__MCSF_',      'Manoeuvre Scale Factor',  '^S1[ABC_]_.*_REP__MCSF__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',                                      'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_REP__SMPR_',      'Summary SatMassProp',     '^S1[ABC_]_.*_REP__SMPR__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',                                      'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

########## New Files 2
'S1_MP_FULL',          'S1 MPL Full',            '^S1[ABC_]_MP_FULL_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.[Tt][Gg][Zz]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_MP_TIMELINE',      'S1 MPL Timeline',        '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_MPL_TIMELINE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.[Tt][Gg][Zz]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S1_MP_ALL__MTL',      'S1 MPL All Tml',         '^S1[ABC_]_MP_ALL__MTL_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.[Cc][Ss][Vv]', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

################################################################################################################
#                                               SENTINEL-2                                                     #
################################################################################################################

#S2_######## Estensione TGZ
'S2_GIP_ATMIMA', 'GIP_ATMIMA Filetype', '^S2.*GIP_ATMIMA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_ATMSAD', 'GIP_ATMSAD Filetype', '^S2.*GIP_ATMSAD.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_DATATI', 'GIP_DATATI Filetype', '^S2.*GIP_DATATI.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_LREXTR', 'GIP_LREXTR Filetype', '^S2.*GIP_LREXTR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_INVLOC', 'GIP_INVLOC Filetype', '^S2.*GIP_INVLOC.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_VIEDIR', 'GIP_VIEDIR Filetype', '^S2.*GIP_VIEDIR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_SPAMOD', 'GIP_SPAMOD Filetype', '^S2.*GIP_SPAMOD.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_BLINDP', 'GIP_BLINDP Filetype', '^S2.*GIP_BLINDP.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_CLOINV', 'GIP_CLOINV Filetype', '^S2.*GIP_CLOINV.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_PRDLOC', 'GIP_PRDLOC Filetype', '^S2.*GIP_PRDLOC.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2PARA', 'GIP_R2PARA Filetype', '^S2.*GIP_R2PARA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2SWIR', 'GIP_R2SWIR Filetype', '^S2.*GIP_R2SWIR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2EQOG', 'GIP_R2EQOG Filetype', '^S2.*GIP_R2EQOG.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2DEPI', 'GIP_R2DEPI Filetype', '^S2.*GIP_R2DEPI.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2DEFI', 'GIP_R2DEFI Filetype', '^S2.*GIP_R2DEFI.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2WAFI', 'GIP_R2WAFI Filetype', '^S2.*GIP_R2WAFI.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2DEBA', 'GIP_R2DEBA Filetype', '^S2.*GIP_R2DEBA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2L2NC', 'GIP_R2L2NC Filetype', '^S2.*GIP_R2L2NC.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2DENT', 'GIP_R2DENT Filetype', '^S2.*GIP_R2DENT.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2DECT', 'GIP_R2DECT Filetype', '^S2.*GIP_R2DECT.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2MACO', 'GIP_R2MACO Filetype', '^S2.*GIP_R2MACO.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2NOMO', 'GIP_R2NOMO Filetype', '^S2.*GIP_R2NOMO.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2ABCA', 'GIP_R2ABCA Filetype', '^S2.*GIP_R2ABCA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
